Flag,Avg Min between sent tnx Grouped,Avg min between received tnx Grouped,Time Diff between first and last (Hours) Grouped,Sent tnx Grouped,Received Tnx Grouped,Number of Created Contracts Grouped,Unique Received From Addresses Grouped,Unique Sent To Addresses Grouped,min value received Grouped,max value received Grouped,avg val received Grouped,min val sent Grouped,max val sent Grouped
0,1001 to 500000,5000.01 to 500000,101to1000,4to10,4to10,0to1,2to10,0to1,0to0.01,3.000001 to 10,0to2,1to12000,10.00001 to 100
1,0to100,100.01 to 1000,0to1,0to3,4to10,0to1,2to10,0to1,0to0.01,0to3,0to2,1to12000,10.00001 to 100
0,0to100,0to1,0to1,4to10,0to3,0to1,2to10,2to10,0.50001 to 10,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,10.00001 to 100
0,0to100,1000.01 to 5000,2to20,0to3,0to3,0to1,2to10,2to10,0.50001 to 10,10.000001 to 100,2.000001to10,1to12000,10.00001 to 100
0,0to100,5000.01 to 500000,101to1000,4to10,4to10,0to1,2to10,0to1,0to0.01,3.000001 to 10,0to2,1to12000,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,21to100,4to10,4to10,0to1,2to10,0to1,0.010001 to 0.1,10.000001 to 100,0to2,0.200001 to 1,10.00001 to 100
1,0to100,100.01 to 1000,0to1,0to3,0to3,0to1,2to10,2to10,0.100001 to 0.5,10.000001 to 100,2.000001to10,1to12000,10.00001 to 100
0,0to100,5000.01 to 500000,21to100,11to10000,11to100,0to1,2to10,0to1,0to0.01,3.000001 to 10,0to2,1to12000,10.00001 to 100
0,0to100,100.01 to 1000,101to1000,11to10000,101to10000,0to1,0to1,11to10000,0.010001 to 0.1,0to3,0to2,0.200001 to 1,10.00001 to 100
1,0to100,1.01 to 100,2to20,0to3,0to3,0to1,2to10,2to10,0.010001 to 0.1,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,101to1000,5000.01 to 500000,21to100,11to10000,11to100,0to1,2to10,2to10,0.010001 to 0.1,10.000001 to 100,0to2,0.010001 to 0.2,10.00001 to 100
0,0to100,5000.01 to 500000,21to100,11to10000,11to100,0to1,2to10,0to1,0.100001 to 0.5,3.000001 to 10,0to2,1to12000,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,0to3,0to3,0to1,2to10,2to10,0.010001 to 0.1,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,11to10000,4to10,0to1,2to10,0to1,0to0.01,10.000001 to 100,2.000001to10,0.010001 to 0.2,10.00001 to 100
0,0to100,5000.01 to 500000,21to100,4to10,4to10,0to1,2to10,11to10000,0.010001 to 0.1,3.000001 to 10,0to2,0to0.01,10.00001 to 100
0,0to100,5000.01 to 500000,101to1000,11to10000,11to100,0to1,2to10,11to10000,0.010001 to 0.1,10.000001 to 100,0to2,0to0.01,10.00001 to 100
0,0to100,1000.01 to 5000,21to100,0to3,101to10000,0to1,2to10,11to10000,0.010001 to 0.1,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,1001 to 500000,1000.01 to 5000,101to1000,4to10,11to100,0to1,2to10,0to1,0.010001 to 0.1,3.000001 to 10,2.000001to10,1to12000,10.00001 to 100
0,0to100,1000.01 to 5000,21to100,11to10000,11to100,0to1,2to10,2to10,0.100001 to 0.5,3.000001 to 10,0to2,0.200001 to 1,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,4to10,4to10,0to1,2to10,11to10000,0.010001 to 0.1,3.000001 to 10,0to2,0to0.01,10.00001 to 100
0,0to100,0to1,2to20,11to10000,4to10,2to10,2to10,0to1,0.100001 to 0.5,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,10.00001 to 100
0,101to1000,1.01 to 100,0to1,0to3,0to3,0to1,2to10,0to1,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,1to12000,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,21to100,0to3,0to3,0to1,2to10,2to10,0.010001 to 0.1,10.000001 to 100,2.000001to10,0.010001 to 0.2,10.00001 to 100
1,0to100,100.01 to 1000,0to1,0to3,11to100,0to1,2to10,2to10,0.010001 to 0.1,3.000001 to 10,0to2,0.200001 to 1,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,4to10,4to10,0to1,2to10,11to10000,0to0.01,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,11to10000,4to10,0to1,2to10,0to1,0.010001 to 0.1,3.000001 to 10,0to2,1to12000,10.00001 to 100
0,0to100,5000.01 to 500000,2to20,0to3,4to10,0to1,2to10,2to10,0.50001 to 10,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,101to1000,5000.01 to 500000,101to1000,0to3,11to100,0to1,2to10,2to10,0.010001 to 0.1,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,11to10000,11to100,0to1,2to10,11to10000,0to0.01,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,1001 to 500000,1000.01 to 5000,101to1000,11to10000,4to10,0to1,2to10,0to1,0.010001 to 0.1,3.000001 to 10,0to2,1to12000,10.00001 to 100
0,0to100,1.01 to 100,21to100,0to3,101to10000,0to1,11to10000,2to10,0.50001 to 10,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,21to100,11to10000,4to10,0to1,2to10,0to1,0to0.01,10.000001 to 100,2.000001to10,0.200001 to 1,10.00001 to 100
0,0to100,1000.01 to 5000,2to20,4to10,4to10,0to1,2to10,0to1,0to0.01,3.000001 to 10,0to2,1to12000,10.00001 to 100
0,0to100,1000.01 to 5000,21to100,0to3,101to10000,0to1,2to10,11to10000,0.50001 to 10,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,11to10000,11to100,0to1,2to10,11to10000,0to0.01,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,0to100,5000.01 to 500000,21to100,0to3,11to100,0to1,2to10,2to10,0to0.01,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,101to1000,0to1,0to1,0to3,4to10,0to1,2to10,0to1,0.100001 to 0.5,10.000001 to 100,10.000001 to 285000,0.200001 to 1,10.00001 to 100
0,0to100,5000.01 to 500000,21to100,4to10,4to10,0to1,2to10,2to10,0to0.01,10.000001 to 100,10.000001 to 285000,0to0.01,10.00001 to 100
1,1001 to 500000,5000.01 to 500000,21to100,4to10,4to10,0to1,2to10,2to10,0to0.01,10.000001 to 100,0to2,0.010001 to 0.2,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,0to3,4to10,0to1,2to10,11to10000,0to0.01,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,0to100,1000.01 to 5000,21to100,0to3,101to10000,0to1,2to10,2to10,0to0.01,3.000001 to 10,0to2,0.010001 to 0.2,10.00001 to 100
0,101to1000,100.01 to 1000,2to20,11to10000,4to10,0to1,2to10,11to10000,0to0.01,10.000001 to 100,0to2,0to0.01,10.00001 to 100
1,0to100,5000.01 to 500000,21to100,0to3,4to10,0to1,2to10,2to10,0.010001 to 0.1,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,0to100,0to1,0to1,0to3,0to3,0to1,0to1,0to1,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,1to12000,10.00001 to 100
0,0to100,1000.01 to 5000,21to100,0to3,101to10000,0to1,2to10,0to1,0.50001 to 10,10.000001 to 100,2.000001to10,1to12000,10.00001 to 100
0,0to100,5000.01 to 500000,21to100,0to3,4to10,0to1,2to10,2to10,0.100001 to 0.5,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
1,0to100,5000.01 to 500000,2to20,0to3,0to3,0to1,2to10,2to10,0.010001 to 0.1,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
1,0to100,1000.01 to 5000,2to20,0to3,4to10,0to1,2to10,2to10,0to0.01,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,1001 to 500000,100.01 to 1000,21to100,4to10,0to3,0to1,2to10,2to10,0to0.01,10.000001 to 100,2.000001to10,0.010001 to 0.2,10.00001 to 100
0,0to100,1000.01 to 5000,21to100,0to3,101to10000,0to1,2to10,2to10,0.50001 to 10,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,0to100,5000.01 to 500000,21to100,0to3,4to10,0to1,2to10,0to1,0.50001 to 10,10.000001 to 100,2.000001to10,0.010001 to 0.2,10.00001 to 100
0,101to1000,100.01 to 1000,101to1000,11to10000,101to10000,0to1,2to10,2to10,0.010001 to 0.1,3.000001 to 10,0to2,0.010001 to 0.2,10.00001 to 100
1,1001 to 500000,5000.01 to 500000,101to1000,0to3,11to100,0to1,2to10,11to10000,0.50001 to 10,10.000001 to 100,10.000001 to 285000,0to0.01,10.00001 to 100
0,0to100,0to1,0to1,0to3,0to3,0to1,0to1,0to1,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,1to12000,10.00001 to 100
1,101to1000,100.01 to 1000,0to1,0to3,4to10,0to1,2to10,2to10,0to0.01,10.000001 to 100,2.000001to10,0.010001 to 0.2,10.00001 to 100
0,1001 to 500000,100.01 to 1000,101to1000,11to10000,101to10000,0to1,2to10,11to10000,0to0.01,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,1001 to 500000,1.01 to 100,101to1000,11to10000,4to10,0to1,2to10,2to10,0.010001 to 0.1,10.000001 to 100,0to2,0.010001 to 0.2,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,4to10,11to100,0to1,2to10,0to1,0to0.01,3.000001 to 10,0to2,1to12000,10.00001 to 100
0,0to100,5000.01 to 500000,101to1000,0to3,4to10,0to1,2to10,0to1,0.010001 to 0.1,3.000001 to 10,2.000001to10,1to12000,10.00001 to 100
0,0to100,1000.01 to 5000,21to100,0to3,101to10000,0to1,2to10,11to10000,0.010001 to 0.1,10.000001 to 100,0to2,0to0.01,10.00001 to 100
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,0to0.01,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,1001 to 500000,1000.01 to 5000,2to20,4to10,0to3,0to1,2to10,0to1,0.100001 to 0.5,10.000001 to 100,2.000001to10,0.200001 to 1,10.00001 to 100
0,0to100,5000.01 to 500000,21to100,11to10000,11to100,0to1,2to10,0to1,0to0.01,3.000001 to 10,0to2,1to12000,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,21to100,11to10000,4to10,0to1,2to10,2to10,0.010001 to 0.1,10.000001 to 100,0to2,0to0.01,10.00001 to 100
0,0to100,1000.01 to 5000,2to20,0to3,11to100,0to1,2to10,0to1,0.010001 to 0.1,10.000001 to 100,0to2,1to12000,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,0to3,4to10,0to1,2to10,2to10,0.100001 to 0.5,10.000001 to 100,0to2,0.010001 to 0.2,10.00001 to 100
0,0to100,100.01 to 1000,101to1000,11to10000,101to10000,0to1,2to10,2to10,0.010001 to 0.1,10.000001 to 100,0to2,0to0.01,10.00001 to 100
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,2to10,0to0.01,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,0to100,5000.01 to 500000,2to20,0to3,0to3,0to1,0to1,2to10,0.50001 to 10,10.000001 to 100,10.000001 to 285000,1to12000,10.00001 to 100
0,0to100,0to1,0to1,0to3,0to3,0to1,0to1,0to1,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,1to12000,10.00001 to 100
1,1001 to 500000,1.01 to 100,2to20,0to3,0to3,0to1,2to10,0to1,0.010001 to 0.1,10.000001 to 100,2.000001to10,0.010001 to 0.2,10.00001 to 100
0,0to100,5000.01 to 500000,21to100,0to3,4to10,0to1,2to10,0to1,0.010001 to 0.1,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,10.00001 to 100
0,0to100,0to1,0to1,0to3,0to3,0to1,0to1,0to1,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,1to12000,10.00001 to 100
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,0to1,0.50001 to 10,10.000001 to 100,10.000001 to 285000,0.200001 to 1,10.00001 to 100
0,101to1000,0to1,0to1,0to3,0to3,0to1,2to10,0to1,0.50001 to 10,10.000001 to 100,10.000001 to 285000,0.200001 to 1,10.00001 to 100
0,0to100,0to1,0to1,0to3,0to3,0to1,0to1,0to1,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,1to12000,10.00001 to 100
0,0to100,1000.01 to 5000,21to100,0to3,11to100,0to1,2to10,11to10000,0to0.01,0to3,0to2,0.010001 to 0.2,10.00001 to 100
0,0to100,5000.01 to 500000,21to100,4to10,4to10,0to1,2to10,2to10,0.100001 to 0.5,10.000001 to 100,2.000001to10,0.010001 to 0.2,10.00001 to 100
0,0to100,1000.01 to 5000,21to100,0to3,11to100,0to1,2to10,11to10000,0to0.01,3.000001 to 10,0to2,0to0.01,10.00001 to 100
0,101to1000,5000.01 to 500000,21to100,4to10,4to10,0to1,2to10,11to10000,0.010001 to 0.1,3.000001 to 10,2.000001to10,0to0.01,10.00001 to 100
1,0to100,100.01 to 1000,2to20,0to3,4to10,0to1,2to10,11to10000,0to0.01,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,0to100,1000.01 to 5000,101to1000,11to10000,101to10000,0to1,2to10,2to10,0.100001 to 0.5,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,0to100,5000.01 to 500000,2to20,4to10,4to10,0to1,2to10,2to10,0.010001 to 0.1,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,1001 to 500000,1000.01 to 5000,21to100,11to10000,11to100,0to1,2to10,11to10000,0to0.01,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,101to1000,1000.01 to 5000,101to1000,11to10000,101to10000,0to1,2to10,11to10000,0to0.01,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,4to10,4to10,0to1,2to10,11to10000,0.100001 to 0.5,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,0to100,100.01 to 1000,101to1000,11to10000,101to10000,0to1,2to10,11to10000,0.100001 to 0.5,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,0to100,5000.01 to 500000,21to100,0to3,0to3,0to1,2to10,2to10,0.100001 to 0.5,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,0to100,5000.01 to 500000,21to100,0to3,11to100,0to1,2to10,2to10,0.50001 to 10,10.000001 to 100,10.000001 to 285000,0to0.01,10.00001 to 100
1,1001 to 500000,1.01 to 100,21to100,11to10000,4to10,0to1,2to10,2to10,0to0.01,3.000001 to 10,0to2,0.010001 to 0.2,10.00001 to 100
0,0to100,1000.01 to 5000,21to100,0to3,101to10000,0to1,2to10,2to10,0to0.01,3.000001 to 10,2.000001to10,0.010001 to 0.2,10.00001 to 100
0,1001 to 500000,100.01 to 1000,2to20,4to10,4to10,0to1,2to10,2to10,0.100001 to 0.5,10.000001 to 100,0to2,0.200001 to 1,10.00001 to 100
0,0to100,1000.01 to 5000,101to1000,0to3,101to10000,0to1,2to10,2to10,0.010001 to 0.1,10.000001 to 100,2.000001to10,0.200001 to 1,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,21to100,11to10000,11to100,0to1,2to10,0to1,0to0.01,10.000001 to 100,0to2,1to12000,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,11to10000,11to100,0to1,2to10,2to10,0to0.01,10.000001 to 100,0to2,1to12000,10.00001 to 100
1,1001 to 500000,5000.01 to 500000,21to100,4to10,4to10,0to1,2to10,0to1,0to0.01,100.000001 to 800000,10.000001 to 285000,1to12000,10.00001 to 100
0,0to100,5000.01 to 500000,101to1000,0to3,11to100,0to1,2to10,11to10000,0to0.01,10.000001 to 100,0to2,0to0.01,10.00001 to 100
0,101to1000,5000.01 to 500000,101to1000,4to10,4to10,0to1,2to10,0to1,0.010001 to 0.1,3.000001 to 10,0to2,1to12000,10.00001 to 100
0,0to100,0to1,0to1,0to3,0to3,0to1,0to1,0to1,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,1to12000,10.00001 to 100
0,101to1000,5000.01 to 500000,101to1000,11to10000,4to10,0to1,2to10,0to1,0.100001 to 0.5,10.000001 to 100,2.000001to10,0.200001 to 1,10.00001 to 100
0,101to1000,100.01 to 1000,101to1000,11to10000,101to10000,0to1,2to10,2to10,0.50001 to 10,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,0to100,5000.01 to 500000,2to20,0to3,0to3,0to1,2to10,0to1,0.50001 to 10,10.000001 to 100,2.000001to10,0.200001 to 1,10.00001 to 100
0,0to100,0to1,0to1,0to3,0to3,0to1,0to1,0to1,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,1to12000,10.00001 to 100
0,0to100,5000.01 to 500000,2to20,4to10,4to10,0to1,2to10,2to10,0.010001 to 0.1,10.000001 to 100,0to2,0.010001 to 0.2,10.00001 to 100
0,0to100,100.01 to 1000,101to1000,0to3,101to10000,0to1,2to10,0to1,0to0.01,3.000001 to 10,0to2,1to12000,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,11to10000,11to100,0to1,2to10,0to1,0.100001 to 0.5,10.000001 to 100,2.000001to10,1to12000,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,11to10000,4to10,0to1,2to10,0to1,0.010001 to 0.1,3.000001 to 10,0to2,1to12000,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,4to10,11to100,0to1,2to10,2to10,0.100001 to 0.5,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,1001 to 500000,1000.01 to 5000,101to1000,11to10000,0to3,0to1,2to10,0to1,0.100001 to 0.5,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,10.00001 to 100
0,0to100,5000.01 to 500000,21to100,0to3,4to10,0to1,2to10,0to1,0.010001 to 0.1,3.000001 to 10,0to2,1to12000,10.00001 to 100
1,0to100,5000.01 to 500000,2to20,0to3,4to10,0to1,2to10,0to1,0.50001 to 10,10.000001 to 100,2.000001to10,1to12000,10.00001 to 100
0,0to100,5000.01 to 500000,21to100,11to10000,11to100,0to1,0to1,0to1,0.50001 to 10,10.000001 to 100,2.000001to10,1to12000,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,21to100,0to3,4to10,0to1,2to10,11to10000,0.100001 to 0.5,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,0to100,1000.01 to 5000,101to1000,0to3,101to10000,0to1,2to10,0to1,0.010001 to 0.1,3.000001 to 10,0to2,1to12000,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,11to10000,4to10,0to1,2to10,0to1,0.010001 to 0.1,3.000001 to 10,0to2,1to12000,10.00001 to 100
1,1001 to 500000,100.01 to 1000,2to20,0to3,4to10,0to1,2to10,0to1,0.010001 to 0.1,3.000001 to 10,0to2,1to12000,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,11to10000,11to100,0to1,2to10,2to10,0.010001 to 0.1,10.000001 to 100,0to2,0.200001 to 1,10.00001 to 100
1,0to100,0to1,0to1,0to3,0to3,0to1,0to1,0to1,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,1to12000,10.00001 to 100
0,0to100,5000.01 to 500000,21to100,4to10,4to10,0to1,0to1,2to10,0to0.01,3.000001 to 10,2.000001to10,0to0.01,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,4to10,4to10,0to1,0to1,0to1,0.50001 to 10,10.000001 to 100,10.000001 to 285000,0.200001 to 1,10.00001 to 100
0,0to100,5000.01 to 500000,101to1000,11to10000,11to100,0to1,2to10,2to10,0to0.01,10.000001 to 100,0to2,0.010001 to 0.2,10.00001 to 100
0,0to100,1000.01 to 5000,21to100,0to3,101to10000,0to1,2to10,0to1,0.100001 to 0.5,10.000001 to 100,10.000001 to 285000,0.010001 to 0.2,10.00001 to 100
0,0to100,1000.01 to 5000,101to1000,11to10000,101to10000,0to1,2to10,11to10000,0.010001 to 0.1,10.000001 to 100,0to2,0to0.01,10.00001 to 100
1,0to100,5000.01 to 500000,21to100,0to3,4to10,0to1,2to10,2to10,0.50001 to 10,10.000001 to 100,10.000001 to 285000,0to0.01,10.00001 to 100
0,1001 to 500000,0to1,21to100,4to10,0to3,0to1,0to1,2to10,0.50001 to 10,3.000001 to 10,2.000001to10,1to12000,10.00001 to 100
0,101to1000,1000.01 to 5000,101to1000,11to10000,101to10000,0to1,2to10,2to10,0.50001 to 10,10.000001 to 100,2.000001to10,1to12000,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,4to10,11to100,0to1,2to10,0to1,0to0.01,0to3,0to2,1to12000,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,21to100,11to10000,11to100,0to1,2to10,2to10,0to0.01,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,1001 to 500000,1000.01 to 5000,101to1000,11to10000,4to10,0to1,2to10,0to1,0.010001 to 0.1,3.000001 to 10,0to2,1to12000,10.00001 to 100
0,1001 to 500000,100.01 to 1000,2to20,11to10000,4to10,0to1,2to10,2to10,0.010001 to 0.1,10.000001 to 100,2.000001to10,0.200001 to 1,10.00001 to 100
0,0to100,5000.01 to 500000,101to1000,0to3,11to100,0to1,2to10,0to1,0.010001 to 0.1,10.000001 to 100,0to2,1to12000,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,11to10000,11to100,0to1,2to10,2to10,0to0.01,0to3,0to2,0to0.01,10.00001 to 100
0,1001 to 500000,1000.01 to 5000,21to100,4to10,11to100,0to1,2to10,2to10,0to0.01,0to3,0to2,0to0.01,10.00001 to 100
0,0to100,1000.01 to 5000,21to100,0to3,11to100,0to1,2to10,0to1,0to0.01,0to3,0to2,1to12000,10.00001 to 100
0,0to100,5000.01 to 500000,2to20,4to10,4to10,0to1,2to10,2to10,0.010001 to 0.1,10.000001 to 100,0to2,0to0.01,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,11to10000,11to100,0to1,2to10,2to10,0.100001 to 0.5,10.000001 to 100,0to2,0to0.01,10.00001 to 100
0,0to100,5000.01 to 500000,21to100,0to3,4to10,0to1,2to10,2to10,0.010001 to 0.1,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
1,0to100,5000.01 to 500000,21to100,0to3,4to10,0to1,2to10,2to10,0.100001 to 0.5,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,11to10000,11to100,0to1,2to10,0to1,0to0.01,3.000001 to 10,0to2,1to12000,10.00001 to 100
0,0to100,1000.01 to 5000,21to100,0to3,11to100,0to1,2to10,2to10,0to0.01,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,0to100,5000.01 to 500000,21to100,11to10000,11to100,0to1,2to10,2to10,0to0.01,3.000001 to 10,0to2,0.200001 to 1,10.00001 to 100
1,0to100,1.01 to 100,0to1,0to3,11to100,0to1,2to10,2to10,0.010001 to 0.1,10.000001 to 100,0to2,0.200001 to 1,10.00001 to 100
0,0to100,5000.01 to 500000,2to20,4to10,4to10,0to1,2to10,2to10,0to0.01,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,1001 to 500000,100.01 to 1000,2to20,11to10000,11to100,0to1,2to10,0to1,0to0.01,3.000001 to 10,0to2,1to12000,10.00001 to 100
0,0to100,5000.01 to 500000,21to100,0to3,11to100,0to1,2to10,0to1,0.010001 to 0.1,10.000001 to 100,2.000001to10,0.010001 to 0.2,10.00001 to 100
0,1001 to 500000,1.01 to 100,21to100,11to10000,4to10,0to1,2to10,0to1,0.010001 to 0.1,10.000001 to 100,0to2,0to0.01,10.00001 to 100
1,1001 to 500000,1000.01 to 5000,21to100,0to3,4to10,0to1,2to10,11to10000,0to0.01,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,0to100,5000.01 to 500000,21to100,4to10,4to10,0to1,2to10,2to10,0to0.01,10.000001 to 100,10.000001 to 285000,0to0.01,10.00001 to 100
0,0to100,1000.01 to 5000,101to1000,11to10000,101to10000,0to1,2to10,2to10,0.010001 to 0.1,10.000001 to 100,2.000001to10,1to12000,10.00001 to 100
0,0to100,1000.01 to 5000,21to100,0to3,101to10000,0to1,2to10,11to10000,0.100001 to 0.5,3.000001 to 10,0to2,0.010001 to 0.2,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,11to10000,11to100,0to1,2to10,0to1,0to0.01,3.000001 to 10,0to2,1to12000,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,11to10000,4to10,0to1,2to10,0to1,0.100001 to 0.5,3.000001 to 10,0to2,1to12000,10.00001 to 100
0,0to100,1000.01 to 5000,101to1000,11to10000,101to10000,0to1,2to10,0to1,0.010001 to 0.1,10.000001 to 100,2.000001to10,0.200001 to 1,10.00001 to 100
0,1001 to 500000,1000.01 to 5000,101to1000,11to10000,101to10000,0to1,2to10,0to1,0to0.01,3.000001 to 10,0to2,1to12000,10.00001 to 100
0,101to1000,1000.01 to 5000,21to100,11to10000,11to100,0to1,2to10,11to10000,0to0.01,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,0to100,1000.01 to 5000,21to100,0to3,11to100,0to1,2to10,2to10,0to0.01,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,0to100,5000.01 to 500000,21to100,0to3,11to100,0to1,2to10,11to10000,0to0.01,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,0to100,5000.01 to 500000,2to20,4to10,4to10,0to1,0to1,2to10,0.010001 to 0.1,10.000001 to 100,10.000001 to 285000,0to0.01,10.00001 to 100
0,0to100,1000.01 to 5000,2to20,4to10,4to10,0to1,0to1,2to10,10.0001 to 10000,10.000001 to 100,10.000001 to 285000,1to12000,10.00001 to 100
0,0to100,5000.01 to 500000,21to100,0to3,11to100,0to1,2to10,0to1,0.010001 to 0.1,3.000001 to 10,0to2,1to12000,10.00001 to 100
0,0to100,5000.01 to 500000,21to100,4to10,4to10,0to1,2to10,2to10,0.100001 to 0.5,10.000001 to 100,0to2,0.010001 to 0.2,10.00001 to 100
0,101to1000,1000.01 to 5000,101to1000,11to10000,101to10000,0to1,2to10,2to10,0to0.01,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,0to100,1000.01 to 5000,21to100,0to3,101to10000,0to1,2to10,2to10,0to0.01,10.000001 to 100,0to2,0to0.01,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,4to10,4to10,0to1,2to10,0to1,0.100001 to 0.5,10.000001 to 100,2.000001to10,1to12000,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,11to10000,11to100,0to1,2to10,2to10,0to0.01,10.000001 to 100,0to2,0to0.01,10.00001 to 100
0,101to1000,5000.01 to 500000,101to1000,4to10,4to10,0to1,2to10,11to10000,0to0.01,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
0,1001 to 500000,1000.01 to 5000,101to1000,11to10000,11to100,0to1,2to10,11to10000,0.010001 to 0.1,10.000001 to 100,10.000001 to 285000,0to0.01,10.00001 to 100
0,1001 to 500000,5000.01 to 500000,101to1000,11to10000,4to10,0to1,2to10,0to1,0to0.01,3.000001 to 10,0to2,1to12000,10.00001 to 100
0,0to100,1000.01 to 5000,21to100,0to3,101to10000,0to1,2to10,2to10,0to0.01,10.000001 to 100,2.000001to10,0to0.01,10.00001 to 100
